pair,direction,entry_time,exit_time,entry_price,exit_price,size,pips,pnl,reason
EURJPY,SHORT,2025-05-22 13:00:00,2025-05-22 20:00:00,162.215,162.502,0.01,-30.200000000000614,-3.0900000000000616,SL/TP
EURJPY,LONG,2025-06-11 15:00:00,2025-06-11 18:00:00,165.869,166.008,0.01,12.400000000001,1.1700000000001,SL/TP
EURJPY,SHORT,2025-07-10 14:00:00,2025-07-11 04:00:00,171.281,171.35,0.01,-8.39999999999884,-0.909999999999884,SL/TP
EURJPY,LONG,2025-08-12 13:00:00,2025-08-12 21:00:00,172.371,172.386,0.01,-1.3642420526593924e-12,-0.07000000000013643,SL/TP
EURJPY,LONG,2025-08-19 14:00:00,2025-08-19 18:00:00,172.612,172.225,0.01,-40.200000000000045,-4.090000000000005,SL/TP
EURJPY,LONG,2025-08-21 15:00:00,2025-08-21 16:00:00,172.081,171.737,0.01,-35.89999999999941,-3.659999999999941,SL/TP
EURJPY,LONG,2025-09-01 15:00:00,2025-09-02 00:00:00,172.336,172.281,0.01,-7.000000000000682,-0.7700000000000682,SL/TP
EURJPY,LONG,2025-09-05 15:00:00,2025-09-05 17:00:00,172.844,172.622,0.01,-23.699999999998,-2.4399999999998,SL/TP
EURJPY,SHORT,2025-10-14 14:00:00,2025-10-14 17:00:00,175.7,176.034,0.01,-34.90000000000032,-3.560000000000032,SL/TP
EURJPY,SHORT,2025-10-27 15:00:00,2025-10-27 16:00:00,177.924,178.157,0.01,-24.80000000000041,-2.550000000000041,SL/TP
EURJPY,SHORT,2025-11-03 14:00:00,2025-11-03 17:00:00,177.578,177.602,0.01,-3.900000000000091,-0.4600000000000091,SL/TP
EURJPY,LONG,2025-11-07 13:00:00,2025-11-10 01:00:00,176.992,177.573,0.01,56.60000000000173,5.590000000000172,SL/TP
EURJPY,LONG,2025-12-11 13:00:00,2025-12-11 16:00:00,182.443,181.909,0.01,-54.900000000002024,-5.560000000000203,SL/TP
GBPJPY,SHORT,2023-03-06 15:00:00,2023-03-06 18:00:00,163.198,163.751,0.01,-56.79999999999973,-5.749999999999973,SL/TP
