pair,direction,entry_time,exit_time,entry_price,exit_price,size,pips,pnl,reason
GBPJPY,SHORT,2023-05-18 15:00:00,2023-05-19 12:00:00,171.833,171.644,0.01,17.399999999999295,1.6699999999999295,SL/TP
GBPJPY,LONG,2023-06-01 15:00:00,2023-06-02 12:00:00,173.68,173.907,0.01,21.200000000000387,2.050000000000039,SL/TP
GBPJPY,SHORT,2023-07-07 14:00:00,2023-07-10 05:00:00,182.796,183.077,0.01,-29.60000000000059,-3.0300000000000593,SL/TP
GBPJPY,LONG,2023-07-27 13:00:00,2023-07-27 16:00:00,181.707,180.934,0.01,-78.79999999999961,-7.949999999999962,SL/TP
GBPJPY,SHORT,2024-01-30 15:00:00,2024-01-30 17:00:00,186.978,187.253,0.01,-28.999999999997726,-2.969999999999773,SL/TP
GBPJPY,SHORT,2024-03-08 14:00:00,2024-03-11 18:00:00,189.023,188.057,0.01,95.10000000000082,9.440000000000081,SL/TP
GBPJPY,LONG,2024-06-19 15:00:00,2024-06-20 12:00:00,200.823,201.33,0.01,49.2000000000005,4.850000000000049,SL/TP
GBPJPY,LONG,2024-07-08 15:00:00,2024-07-09 00:00:00,206.3,205.892,0.01,-42.300000000001546,-4.300000000000155,SL/TP
GBPJPY,LONG,2024-07-26 15:00:00,2024-07-26 17:00:00,198.425,197.299,0.01,-114.10000000000048,-11.48000000000005,SL/TP
GBPJPY,LONG,2024-07-30 15:00:00,2024-07-30 16:00:00,198.773,198.186,0.01,-60.19999999999891,-6.0899999999998915,SL/TP
GBPJPY,LONG,2024-08-23 13:00:00,2024-08-23 18:00:00,191.577,191.112,0.01,-48.00000000000034,-4.870000000000035,SL/TP
GBPJPY,LONG,2024-11-06 15:00:00,2024-11-07 11:00:00,198.502,198.71,0.01,19.29999999999984,1.859999999999984,SL/TP
GBPJPY,SHORT,2025-02-03 14:00:00,2025-02-03 17:00:00,190.809,192.049,0.01,-125.50000000000091,-12.620000000000093,SL/TP
GBPJPY,SHORT,2025-02-17 13:00:00,2025-02-17 21:00:00,190.928,191.177,0.01,-26.399999999999523,-2.7099999999999524,SL/TP
GBPJPY,LONG,2025-02-27 14:00:00,2025-02-27 16:00:00,189.561,189.099,0.01,-47.70000000000175,-4.840000000000176,SL/TP
GBPJPY,SHORT,2025-03-10 14:00:00,2025-03-11 09:00:00,190.125,189.841,0.01,26.89999999999918,2.619999999999918,SL/TP
GBPJPY,LONG,2025-04-25 14:00:00,2025-04-28 00:00:00,190.782,190.968,0.01,17.099999999997863,1.6399999999997863,SL/TP
GBPJPY,SHORT,2025-05-21 15:00:00,2025-05-22 01:00:00,192.865,193.171,0.01,-32.09999999999832,-3.279999999999832,SL/TP
GBPJPY,LONG,2025-07-25 13:00:00,2025-07-25 16:00:00,198.871,198.433,0.01,-45.30000000000166,-4.600000000000167,SL/TP
GBPJPY,LONG,2025-07-28 15:00:00,2025-07-28 19:00:00,198.958,198.659,0.01,-31.40000000000066,-3.210000000000066,SL/TP
GBPJPY,LONG,2025-08-12 15:00:00,2025-08-12 21:00:00,199.627,199.378,0.01,-26.400000000002365,-2.7100000000002367,SL/TP
GBPJPY,SHORT,2025-08-29 13:00:00,2025-08-29 18:00:00,198.152,198.432,0.01,-29.500000000000114,-3.0200000000000116,SL/TP
GBPJPY,LONG,2025-09-16 14:00:00,2025-09-16 17:00:00,200.49,200.103,0.01,-40.200000000000045,-4.090000000000005,SL/TP
GBPJPY,LONG,2025-09-24 13:00:00,2025-09-25 03:00:00,199.809,199.926,0.01,10.199999999999022,0.9499999999999023,SL/TP
GBPJPY,SHORT,2025-12-11 14:00:00,2025-12-11 17:00:00,208.315,208.461,0.01,-16.1000000000015,-1.6800000000001503,SL/TP
GBPJPY,SHORT,2025-12-15 14:00:00,2025-12-15 23:00:00,207.646,207.61,0.01,2.0999999999972943,0.13999999999972942,End of data
EURGBP,LONG,2023-02-24 14:00:00,2023-02-27 09:00:00,0.88235,0.8823,0.1,-1.999999999999945,-2.699999999999945,SL/TP
EURGBP,SHORT,2023-05-04 13:00:00,2023-05-04 15:00:00,0.87998,0.87714,0.1,26.899999999999537,26.199999999999537,SL/TP
EURGBP,LONG,2023-05-18 15:00:00,2023-05-18 18:00:00,0.86843,0.86744,0.1,-11.400000000000464,-12.100000000000465,SL/TP
EURGBP,LONG,2023-05-19 15:00:00,2023-05-22 11:00:00,0.86803,0.86889,0.1,7.100000000000829,6.40000000000083,SL/TP
EURGBP,LONG,2023-05-22 14:00:00,2023-05-22 19:00:00,0.86828,0.87029,0.1,18.59999999999956,17.89999999999956,SL/TP
EURGBP,LONG,2023-05-23 13:00:00,2023-05-23 16:00:00,0.87019,0.86827,0.1,-20.700000000000326,-21.400000000000325,SL/TP
EURGBP,SHORT,2023-06-07 13:00:00,2023-06-07 19:00:00,0.86028,0.85999,0.1,1.4000000000001247,0.7000000000001246,SL/TP
EURGBP,SHORT,2023-08-31 13:00:00,2023-09-01 00:00:00,0.85751,0.85539,0.1,19.700000000000106,19.000000000000107,SL/TP
EURGBP,SHORT,2023-10-24 15:00:00,2023-10-25 00:00:00,0.86991,0.8709,0.1,-11.400000000000464,-12.100000000000465,SL/TP
EURGBP,LONG,2023-10-31 15:00:00,2023-10-31 18:00:00,0.87377,0.87091,0.1,-30.100000000000847,-30.80000000000085,SL/TP
EURGBP,LONG,2023-11-20 15:00:00,2023-11-20 19:00:00,0.876,0.87499,0.1,-11.599999999999554,-12.299999999999555,SL/TP
EURGBP,LONG,2023-12-06 15:00:00,2023-12-07 09:00:00,0.85706,0.85693,0.1,-2.800000000000745,-3.500000000000745,SL/TP
EURGBP,SHORT,2024-01-23 15:00:00,2024-01-24 09:00:00,0.85564,0.85587,0.1,-3.800000000000635,-4.500000000000635,SL/TP
EURGBP,LONG,2024-01-31 14:00:00,2024-01-31 17:00:00,0.85435,0.853,0.1,-15.000000000000734,-15.700000000000735,SL/TP
EURGBP,SHORT,2024-08-29 14:00:00,2024-08-30 02:00:00,0.84157,0.84159,0.1,-1.6999999999990898,-2.39999999999909,SL/TP
EURGBP,LONG,2024-11-18 13:00:00,2024-11-18 18:00:00,0.83546,0.83604,0.1,4.300000000000249,3.6000000000002492,SL/TP
EURGBP,SHORT,2024-12-19 13:00:00,2024-12-19 15:00:00,0.8236,0.82583,0.1,-23.799999999999542,-24.49999999999954,SL/TP
EURGBP,LONG,2025-01-20 15:00:00,2025-01-20 20:00:00,0.84544,0.84489,0.1,-6.999999999999394,-7.699999999999394,SL/TP
EURGBP,SHORT,2025-10-08 14:00:00,2025-10-08 18:00:00,0.86714,0.86682,0.1,1.6999999999998696,0.9999999999998695,SL/TP
EURGBP,LONG,2025-11-19 15:00:00,2025-11-20 05:00:00,0.88215,0.88252,0.1,2.1999999999998145,1.4999999999998144,SL/TP
EURGBP,SHORT,2025-11-28 15:00:00,2025-11-28 18:00:00,0.87517,0.87631,0.1,-12.900000000000299,-13.6000000000003,SL/TP
EURGBP,LONG,2025-12-01 14:00:00,2025-12-02 22:00:00,0.878,0.87986,0.1,17.099999999999728,16.39999999999973,SL/TP
