year_month,sentiment_ewma,ma_30,ma_90,volatility,momentum,date
2013-03,-0.19327090089676535,-0.20029596715754003,-0.22168621935382216,0.005198439378414328,0.018476678348548894,2013-03-01
2013-04,-0.19417613779426848,-0.1897271563190673,-0.20653229969766385,0.005405105965071513,-0.0011155181387265392,2013-04-01
2013-05,-0.20787886456026322,-0.20387141419484758,-0.19782381505244095,0.004663592418788645,-0.013288732310523767,2013-05-01
2013-06,-0.20543266284090048,-0.20802494184667583,-0.2006672305273404,0.0026574769779990374,0.0024751650075758775,2013-06-01
2013-07,-0.19057301459731482,-0.19514455970216815,-0.20245236074874562,0.006468182334958724,0.014362664683934942,2013-07-01
2013-08,-0.15580044183946914,-0.18116314883258214,-0.19455166385643755,0.012616003076264197,0.03488072739133845,2013-08-01
2013-09,-0.035160711596242795,-0.09524366077077208,-0.15681983343466663,0.03608407983728446,0.11938711276687518,2013-09-01
2013-10,0.021594368017367627,0.004525743485604093,-0.08951690411123325,0.01626961815750729,0.05507528779450978,2013-10-01
2013-11,0.0376370652521028,0.0307637507763035,-0.018252162640318367,0.006626685593069751,0.015886646127352164,2013-11-01
2013-12,0.012456927012055363,0.026473748494308953,0.02123628854333512,0.008426549089143273,-0.024904169447415254,2013-12-01
2014-01,0.0010611026576910528,0.003722780531755943,0.020271566494156498,0.00352618900050131,-0.01056660308663041,2014-01-01
2014-02,0.029941596564827425,0.012261307637679937,0.014043762566566448,0.010072967364547922,0.029369127678440698,2014-02-01
2014-03,0.0331188584129857,0.0351975008259115,0.01711993857459602,0.005396503439133305,0.004319486221107124,2014-03-01
2014-04,0.011652583283922152,0.023428764467384924,0.02375873341237146,0.006506763073551437,-0.02120600527802215,2014-04-01
2014-05,-0.008025632085548247,8.999074671074221e-06,0.019439520259524185,0.006174154893073499,-0.01931032690305218,2014-05-01
2014-06,0.008189445837774636,-0.003397211926623445,0.006320206108861471,0.006965094069181792,0.01649086702033974,2014-06-01
2014-07,0.05691426614817502,0.031855317083999864,0.00941849909996788,0.014673840083629512,0.048094947687480474,2014-07-01
2014-08,0.11437365881526997,0.0899948276799511,0.04036675166924624,0.017522952951742624,0.0554971188479853,2014-08-01
2014-09,0.07716501782135567,0.10369838614573693,0.07631863458230108,0.014478354124426116,-0.03806956343640027,2014-09-01
2014-10,0.0029201908012430134,0.0381199683370052,0.07756302091888168,0.021717876977694582,-0.07306392091799642,2014-10-01
2014-11,-0.05079740202449412,-0.0268587228083534,0.03745557332118014,0.015054827180877696,-0.052463034897253485,2014-11-01
2014-12,-0.10097235784025947,-0.08177874148727908,-0.024593716954119174,0.016361210649002242,-0.04907534948086092,2014-12-01
2015-01,-0.057161796260678785,-0.08256979910165439,-0.06511973915686871,0.01507287474730873,0.043874723319928845,2015-01-01
2015-02,-0.03418177375672393,-0.03955031532713207,-0.06878305528332657,0.00892945839753002,0.023551476534287952,2015-02-01
2015-03,-0.07189389491072756,-0.053514364353536174,-0.059357216417063825,0.012426757353977852,-0.03713796586741346,2015-03-01
2015-04,-0.09581346970122818,-0.08392104176972318,-0.05933507510668672,0.007021781641186781,-0.023247567346112424,2015-04-01
2015-05,-0.09610443146085401,-0.09973149811009273,-0.07960824655469698,0.004619134015414163,-1.5922988783780864e-05,2015-05-01
2015-06,-0.08810530527812518,-0.09141340393433024,-0.09198069341337853,0.003198215885310522,0.007724618178179569,2015-06-01
2015-07,-0.0794267556236969,-0.08328424351356242,-0.09142432033691038,0.002904451162535182,0.008464401213113497,2015-07-01
2015-08,-0.06562681014436482,-0.07086047947399685,-0.08163629053177178,0.005648222950679914,0.013432208878904076,2015-08-01
2015-09,-0.08494076842665169,-0.07633957455026136,-0.07659084982480681,0.007652835634985022,-0.019461960243611333,2015-09-01
2015-10,-0.08371589951300001,-0.0845580243258798,-0.07720436688227343,0.0032598269277369927,0.0010889806098852365,2015-10-01
2015-11,-0.05907084575418938,-0.07143481905286014,-0.07765287659405028,0.008869217820324444,0.024744642708914234,2015-11-01
2015-12,-0.059178253710974835,-0.06010620900496051,-0.07187916853892222,0.004209034781137552,-8.954927217411068e-05,2015-12-01
2016-01,-0.03186403408532376,-0.04430678324987078,-0.058207611133845795,0.008623219580541425,0.02668623431783919,2016-01-01
